"","Cust_id","Annual_Income_Lacs","Twitter User","Number of Vehicles","Gender","Married","Daily hours of work","Affluent_Lifestyle","No of Dependents","Urban_residence","Social","Outstation_Travel_last_year"
"8151",4406,20.1,0,5,0,1,7,0,5,0,1,6
"8152",149,20.1,0,4,0,1,7,0,8,0,1,2
"8153",10839,20.2,0,4,0,1,7,1,4,0,1,2
"8154",6814,20.9,0,2,0,1,5,1,4,0,1,9
"8155",689,21.2,0,1,0,1,8,0,1,0,1,2
"8156",8536,21.4,0,1,0,1,8,1,7,0,1,10
"8157",9896,21.7,0,3,0,1,6,1,2,0,1,10
"8158",1937,22.1,0,1,0,1,7,0,4,0,1,4
"8159",8162,22.3,0,5,0,1,6,1,3,0,1,4
"8160",9100,22.4,0,3,0,1,8,1,1,0,1,1
"8161",1522,22.6,0,4,0,1,6,0,4,0,1,7
"8162",9236,23.1,0,2,0,1,8,1,1,0,1,8
"8163",895,23.3,0,4,0,1,5,0,4,0,1,0
"8164",3014,23.4,0,2,0,1,8,0,7,0,1,4
"8165",267,23.6,0,2,0,1,7,0,8,0,1,3
"8166",4808,23.7,0,2,0,1,5,0,6,0,1,8
"8167",4864,23.8,0,4,0,1,5,0,2,0,1,3
"8168",8870,23.9,0,3,0,1,8,1,1,0,1,3
"8169",359,24.1,0,3,0,1,8,0,6,0,1,3
"8170",5066,24.2,0,3,0,1,5,0,3,0,1,1
"8171",5167,24.8,0,1,0,1,8,0,2,0,1,0
"8172",5162,24.9,0,3,0,1,5,0,4,0,1,7
"8173",5464,25.2,0,3,0,1,6,1,5,0,1,7
"8174",3361,26.1,0,5,0,1,8,0,7,0,1,4
"8175",3108,27.1,0,3,0,1,6,0,6,0,1,0
"8176",6306,27.2,0,2,0,1,8,1,5,0,1,6
"8177",8032,27.3,0,5,0,1,5,1,8,0,1,4
"8178",7120,27.4,0,3,0,1,6,1,2,0,1,0
"8179",10316,27.8,0,4,0,1,5,1,3,0,1,9
"8180",9743,28.1,0,4,0,1,8,1,4,0,1,3
"8181",4360,28.1,0,5,0,1,6,0,5,0,1,4
"8182",2287,28.1,0,5,0,1,7,0,7,0,1,2
"8183",6589,28.4,0,5,0,1,8,1,7,0,1,1
"8184",6984,28.9,0,3,0,1,6,1,7,0,1,10
"8185",10618,28.9,0,3,0,1,5,1,7,0,1,2
"8186",10396,29,0,3,0,1,8,1,3,0,1,8
"8187",5577,0.7,0,1,0,1,7,1,3,0,1,0
"8188",7562,0.8,0,4,0,1,5,1,5,0,1,10
"8189",4866,0.8,0,3,0,1,7,0,7,0,1,1
"8190",6624,0.9,0,4,0,1,7,1,8,0,1,4
"8191",5547,1.1,0,3,0,1,7,1,4,0,1,4
"8192",1916,1.4,0,1,0,1,5,0,2,0,1,10
"8193",2978,1.5,0,4,0,1,8,0,2,0,1,3
"8194",8974,2.3,0,2,0,1,8,1,8,0,1,4
"8195",3810,2.7,0,5,0,1,7,0,1,0,1,5
"8196",6452,2.7,0,5,0,1,5,1,2,0,1,6
"8197",5267,2.8,0,3,0,1,7,0,1,0,1,4
"8198",6846,2.9,0,2,0,1,5,1,5,0,1,0
"8199",9742,3.1,0,4,0,1,7,1,3,0,1,3
"8200",4594,5,0,5,0,1,7,0,7,0,1,0
"8201",1800,5.1,0,5,0,1,7,0,8,0,1,4
"8202",8520,5.3,0,1,0,1,6,1,3,0,1,2
"8203",3552,5.3,0,3,0,1,7,0,2,0,1,3
"8204",4684,5.5,0,3,0,1,6,0,8,0,1,0
"8205",5328,5.5,0,1,0,1,5,0,1,0,1,9
"8206",9015,5.7,0,2,0,1,5,1,5,0,1,3
"8207",4934,5.8,0,3,0,1,6,0,8,0,1,5
"8208",10431,6,0,4,0,1,5,1,3,0,1,2
"8209",4608,6.2,0,4,0,1,7,0,6,0,1,9
"8210",6358,6.4,0,2,0,1,8,1,1,0,1,6
"8211",2232,6.4,0,2,0,1,6,0,6,0,1,0
"8212",3438,7.2,0,2,0,1,5,0,6,0,1,10
"8213",5492,7.3,0,4,0,1,5,1,3,0,1,5
"8214",10159,7.6,0,5,0,1,8,1,8,0,1,1
"8215",4491,7.6,0,5,0,1,8,0,5,0,1,1
"8216",4080,8.2,0,4,0,1,8,0,5,0,1,8
"8217",2116,8.3,0,3,0,1,5,0,3,0,1,5
"8218",3766,8.4,0,4,0,1,6,0,3,0,1,4
"8219",5714,8.4,0,2,0,1,8,1,1,0,1,5
"8220",6537,8.5,0,4,0,1,6,1,4,0,1,0
"8221",9810,8.6,0,1,0,1,7,1,8,0,1,0
"8222",1599,8.6,0,5,0,1,8,0,6,0,1,1
"8223",6950,8.8,0,2,0,1,7,1,5,0,1,5
"8224",10244,8.9,0,4,0,1,5,1,1,0,1,1
"8225",3233,9.3,0,1,0,1,8,0,7,0,1,2
"8226",8634,9.4,0,4,0,1,8,1,8,0,1,10
"8227",10331,9.6,0,3,0,1,8,1,8,0,1,2
"8228",9942,10.3,0,2,0,1,5,1,1,0,1,4
"8229",1416,11,0,2,0,1,7,0,5,0,1,4
"8230",9993,11.1,0,5,0,1,5,1,5,0,1,0
"8231",4940,11.9,0,4,0,1,5,0,7,0,1,5
"8232",10344,12.4,0,3,0,1,5,1,2,0,1,3
"8233",1130,12.6,0,4,0,1,5,0,4,0,1,6
"8234",7436,13.2,0,2,0,1,6,1,1,0,1,9
"8235",6728,13.4,0,2,0,1,7,1,6,0,1,7
"8236",8393,13.6,0,2,0,1,8,1,1,0,1,3
"8237",7378,13.9,0,3,0,1,7,1,6,0,1,10
"8238",7632,14.2,0,4,0,1,8,1,8,0,1,8
"8239",1178,14.9,0,4,0,1,7,0,5,0,1,10
"8240",6909,15.4,0,3,0,1,6,1,7,0,1,1
"8241",2466,15.8,0,4,0,1,6,0,3,0,1,5
"8242",934,15.9,0,5,0,1,6,0,8,0,1,2
"8243",3186,16.5,0,1,0,1,6,0,5,0,1,6
"8244",5775,16.7,0,5,0,1,5,1,2,0,1,3
"8245",10032,16.8,0,1,0,1,6,1,7,0,1,3
"8246",4748,17.1,0,4,0,1,7,0,7,0,1,2
"8247",8530,17.1,0,2,0,1,6,1,5,0,1,4
"8248",1857,17.5,0,5,0,1,7,0,6,0,1,4
"8249",6707,17.8,0,4,0,1,5,1,5,0,1,2
"8250",2040,17.9,0,5,0,1,5,0,4,0,1,9
"8251",2316,17.9,0,5,0,1,5,0,5,0,1,1
"8252",2228,18.8,0,4,0,1,8,0,1,0,1,3
"8253",1102,18.9,0,4,0,1,6,0,3,0,1,5
"8254",922,19.5,0,5,0,1,7,0,2,0,1,5
"8255",5773,19.6,0,3,0,1,8,1,2,0,1,0
"8256",5798,20,0,5,0,1,5,1,4,0,1,1
"8257",653,20.7,0,2,0,1,7,0,7,0,1,4
"8258",7246,20.8,0,5,0,1,6,1,2,0,1,4
"8259",32,20.9,0,5,0,1,5,0,6,0,1,0
"8260",3474,21.1,0,3,0,1,6,0,8,0,1,1
"8261",7950,21.8,0,3,0,1,6,1,1,0,1,5
"8262",10228,23,0,1,0,1,6,1,5,0,1,7
"8263",940,23.4,0,4,0,1,7,0,4,0,1,9
"8264",9590,23.5,0,2,0,1,6,1,2,0,1,3
"8265",3299,24.7,0,3,0,1,6,0,1,0,1,0
"8266",10715,25.2,0,5,0,1,7,1,2,0,1,0
"8267",8934,25.5,0,2,0,1,8,1,1,0,1,5
"8268",3966,25.7,0,5,0,1,6,0,3,0,1,10
"8269",5886,26,0,3,0,1,8,1,7,0,1,3
"8270",9712,26.3,0,4,0,1,5,1,4,0,1,1
"8271",7446,26.5,0,2,0,1,7,1,2,0,1,5
"8272",3558,26.6,0,5,0,1,8,0,2,0,1,9
"8273",6463,27,0,2,0,1,5,1,3,0,1,1
"8274",1253,27.1,0,2,0,1,6,0,1,0,1,2
"8275",4724,27.2,0,3,0,1,7,0,1,0,1,9
"8276",8717,27.2,0,4,0,1,7,1,7,0,1,0
"8277",5873,27.7,0,2,0,1,7,1,1,0,1,3
"8278",2240,28.1,0,2,0,1,5,0,4,0,1,3
"8279",3115,28.4,0,4,0,1,5,0,5,0,1,1
"8280",962,0.7,0,4,0,1,6,0,8,0,1,2
"8281",10008,1.1,0,3,0,1,6,1,8,0,1,2
"8282",2736,1.2,0,3,0,1,8,0,3,0,1,2
"8283",463,1.2,0,3,0,1,7,0,2,0,1,2
"8284",6504,1.5,0,4,0,1,8,1,3,0,1,2
"8285",820,2.3,0,4,0,1,6,0,8,0,1,2
"8286",2556,2.6,0,2,0,1,8,0,1,0,1,7
"8287",3052,2.9,0,5,0,1,8,0,5,0,1,10
"8288",9058,3.2,0,1,0,1,8,1,1,0,1,3
"8289",8152,3.4,0,5,0,1,7,1,5,0,1,5
"8290",9426,3.7,0,3,0,1,8,1,4,0,1,3
"8291",2198,3.8,0,2,0,1,6,0,3,0,1,3
"8292",1854,4.2,0,3,0,1,7,0,2,0,1,10
"8293",2042,4.4,0,5,0,1,6,0,4,0,1,10
"8294",2308,4.4,0,4,0,1,8,0,6,0,1,7
"8295",4508,4.7,0,2,0,1,6,0,8,0,1,0
"8296",6212,5,0,5,0,1,8,1,2,0,1,10
"8297",7001,5,0,1,0,1,7,1,2,0,1,4
"8298",9752,5,0,3,0,1,7,1,5,0,1,3
"8299",5274,5.7,0,2,0,1,6,0,6,0,1,1
"8300",4184,5.8,0,5,0,1,5,0,3,0,1,0
"8301",632,5.9,0,3,0,1,6,0,8,0,1,8
"8302",7193,6,0,1,0,1,8,1,8,0,1,2
"8303",3297,6.6,0,2,0,1,8,0,5,0,1,1
"8304",2976,6.9,0,2,0,1,5,0,5,0,1,0
"8305",6113,7.2,0,2,0,1,8,1,1,0,1,1
"8306",8112,7.5,0,4,0,1,5,1,4,0,1,3
"8307",5780,8,0,5,0,1,8,1,5,0,1,8
"8308",700,8.7,0,4,0,1,5,0,1,0,1,10
"8309",1574,8.9,0,4,0,1,8,0,2,0,1,6
"8310",428,9.3,0,2,0,1,8,0,1,0,1,10
"8311",4564,9.6,0,1,0,1,6,0,3,0,1,9
"8312",2716,9.6,0,3,0,1,8,0,1,0,1,5
"8313",10324,9.7,0,1,0,1,7,1,7,0,1,9
"8314",5400,9.9,0,4,0,1,5,0,5,0,1,10
"8315",7658,11,0,1,0,1,8,1,2,0,1,7
"8316",8439,11,0,3,0,1,8,1,5,0,1,2
"8317",1401,11.2,0,5,0,1,8,0,3,0,1,3
"8318",3216,11.3,0,5,0,1,8,0,5,0,1,10
"8319",275,11.5,0,4,0,1,6,0,2,0,1,1
"8320",606,12.5,0,4,0,1,6,0,7,0,1,2
"8321",2418,12.7,0,4,0,1,7,0,8,0,1,4
"8322",8050,13.5,0,1,0,1,7,1,3,0,1,9
"8323",7222,14.6,0,1,0,1,7,1,7,0,1,7
"8324",3995,14.6,0,3,0,1,5,0,7,0,1,3
"8325",4115,14.7,0,5,0,1,5,0,6,0,1,4
"8326",1239,14.7,0,2,0,1,8,0,5,0,1,2
"8327",733,14.8,0,5,0,1,8,0,5,0,1,3
"8328",503,14.8,0,4,0,1,8,0,1,0,1,2
"8329",6942,14.9,0,5,0,1,6,1,6,0,1,4
"8330",3870,15,0,2,0,1,8,0,2,0,1,10
"8331",4178,15.2,0,2,0,1,6,0,1,0,1,4
"8332",1722,15.7,0,4,0,1,7,0,6,0,1,3
"8333",3986,15.9,0,3,0,1,8,0,5,0,1,2
"8334",1269,16,0,5,0,1,6,0,1,0,1,2
"8335",4848,16.2,0,4,0,1,5,0,1,0,1,3
"8336",7148,16.2,0,3,0,1,5,1,5,0,1,2
"8337",175,16.4,0,2,0,1,6,0,5,0,1,1
"8338",4761,16.6,0,5,0,1,8,0,3,0,1,4
"8339",4642,16.7,0,2,0,1,8,0,7,0,1,3
"8340",5034,16.7,0,3,0,1,8,0,2,0,1,5
"8341",10253,16.9,0,2,0,1,6,1,7,0,1,2
"8342",9716,17.2,0,2,0,1,7,1,4,0,1,3
"8343",6392,17.6,0,2,0,1,6,1,4,0,1,8
"8344",7372,17.7,0,1,0,1,6,1,4,0,1,8
"8345",4157,18,0,5,0,1,6,0,8,0,1,2
"8346",7089,18.3,0,3,0,1,5,1,1,0,1,2
"8347",1017,18.3,0,2,0,1,5,0,4,0,1,2
"8348",3674,18.6,0,3,0,1,7,0,2,0,1,9
"8349",8274,18.7,0,3,0,1,5,1,8,0,1,2
"8350",1753,19.3,0,2,0,1,6,0,6,0,1,0
"8351",2910,19.4,0,4,0,1,7,0,6,0,1,1
"8352",5570,19.5,0,1,0,1,5,1,7,0,1,0
"8353",1918,20.3,0,1,0,1,6,0,8,0,1,3
"8354",889,20.8,0,1,0,1,7,0,1,0,1,2
"8355",10090,20.8,0,1,0,1,5,1,2,0,1,6
"8356",453,20.9,0,1,0,1,6,0,1,0,1,1
"8357",7086,21,0,3,0,1,6,1,4,0,1,4
"8358",2038,21,0,4,0,1,8,0,6,0,1,3
"8359",2834,21.2,0,1,0,1,5,0,4,0,1,9
"8360",7541,21.7,0,3,0,1,7,1,2,0,1,3
"8361",2082,21.8,0,1,0,1,6,0,8,0,1,6
"8362",8745,22.2,0,3,0,1,5,1,3,0,1,3
"8363",2364,22.7,0,3,0,1,5,0,7,0,1,10
"8364",2438,22.7,0,5,0,1,5,0,4,0,1,10
"8365",8756,22.9,0,2,0,1,7,1,1,0,1,2
"8366",1818,23.5,0,2,0,1,8,0,8,0,1,0
"8367",943,23.6,0,3,0,1,6,0,2,0,1,3
"8368",4856,23.7,0,4,0,1,5,0,7,0,1,9
"8369",3150,23.7,0,3,0,1,8,0,3,0,1,4
"8370",9474,23.9,0,1,0,1,7,1,3,0,1,6
"8371",4198,24,0,4,0,1,6,0,6,0,1,0
"8372",1708,24.1,0,4,0,1,8,0,1,0,1,0
"8373",8012,24.4,0,3,0,1,8,1,2,0,1,0
"8374",1876,24.4,0,3,0,1,5,0,4,0,1,6
"8375",9847,24.6,0,4,0,1,5,1,7,0,1,1
"8376",9912,24.7,0,5,0,1,7,1,2,0,1,5
"8377",3970,25,0,3,0,1,8,0,5,0,1,2
"8378",3789,25.1,0,4,0,1,8,0,2,0,1,1
"8379",2174,25.3,0,2,0,1,7,0,8,0,1,5
"8380",3159,25.3,0,3,0,1,8,0,8,0,1,3
"8381",10416,25.4,0,4,0,1,7,1,6,0,1,3
"8382",4352,25.9,0,3,0,1,8,0,8,0,1,8
"8383",6317,26.4,0,5,0,1,6,1,8,0,1,3
"8384",8341,26.6,0,2,0,1,5,1,4,0,1,1
"8385",4422,27,0,3,0,1,6,0,7,0,1,0
"8386",1903,27.1,0,5,0,1,5,0,4,0,1,2
"8387",7553,27.3,0,5,0,1,8,1,1,0,1,1
"8388",9605,27.4,0,5,0,1,8,1,5,0,1,0
"8389",3180,27.5,0,5,0,1,7,0,1,0,1,5
"8390",4604,27.7,0,2,0,1,7,0,1,0,1,10
"8391",8612,28,0,4,0,1,7,1,7,0,1,3
"8392",5586,28,0,1,0,1,5,1,6,0,1,9
"8393",10138,28.1,0,1,0,1,7,1,3,0,1,10
"8394",6302,28.2,0,1,0,1,6,1,5,0,1,8
"8395",10142,28.3,0,2,0,1,5,1,5,0,1,8
"8396",5170,29,0,5,0,1,8,0,3,0,1,7
"8397",8010,29.3,0,1,0,1,8,1,1,0,1,5
"8398",3102,29.8,0,1,0,1,8,0,4,0,1,8
"8399",9554,0.3,0,2,0,1,8,1,8,0,1,2
"8400",10342,0.7,0,2,0,1,5,1,6,0,1,0
"8401",7963,0.9,0,3,0,1,8,1,3,0,1,1
"8402",1994,0.9,0,5,0,1,7,0,7,0,1,5
"8403",3824,1.8,0,5,0,1,7,0,1,0,1,5
"8404",4024,2.1,0,3,0,1,7,0,4,0,1,1
"8405",291,2.5,0,1,0,1,8,0,3,0,1,3
"8406",6445,2.5,0,2,0,1,8,1,2,0,1,4
"8407",3708,2.7,0,1,0,1,5,0,6,0,1,4
"8408",2900,2.8,0,2,0,1,5,0,2,0,1,5
"8409",10591,2.8,0,3,0,1,7,1,2,0,1,4
"8410",730,3,0,3,0,1,6,0,3,0,1,1
"8411",9820,4,0,1,0,1,8,1,6,0,1,8
"8412",2074,5,0,2,0,1,7,0,3,0,1,6
"8413",7866,5.1,0,3,0,1,7,1,3,0,1,4
"8414",5012,5.1,0,1,0,1,8,0,2,0,1,2
"8415",3448,5.2,0,2,0,1,5,0,5,0,1,10
"8416",7586,5.5,0,2,0,1,7,1,5,0,1,3
"8417",7504,5.7,0,5,0,1,6,1,2,0,1,3
"8418",8078,6,0,5,0,1,8,1,2,0,1,8
"8419",5254,6.2,0,2,0,1,7,0,3,0,1,0
"8420",4410,6.3,0,1,0,1,6,0,7,0,1,5
"8421",7260,6.7,0,3,0,1,5,1,6,0,1,8
"8422",10114,6.7,0,1,0,1,6,1,3,0,1,8
"8423",5354,6.8,0,4,0,1,6,0,8,0,1,3
"8424",10834,6.8,0,4,0,1,8,1,3,0,1,1
"8425",4540,6.9,0,3,0,1,5,0,2,0,1,5
"8426",2109,7.3,0,1,0,1,8,0,7,0,1,3
"8427",158,7.4,0,2,0,1,8,0,7,0,1,1
"8428",608,7.7,0,1,0,1,6,0,1,0,1,8
"8429",10462,8.5,0,1,0,1,5,1,7,0,1,8
"8430",2216,8.5,0,3,0,1,8,0,3,0,1,8
"8431",9131,8.6,0,1,0,1,5,1,4,0,1,0
"8432",9802,8.8,0,3,0,1,8,1,6,0,1,4
"8433",3296,8.9,0,2,0,1,7,0,4,0,1,7
"8434",5998,9.2,0,2,0,1,6,1,7,0,1,8
"8435",8690,9.2,0,3,0,1,7,1,3,0,1,10
"8436",5733,9.4,0,2,0,1,7,1,5,0,1,1
"8437",9794,9.5,0,2,0,1,6,1,8,0,1,7
"8438",109,9.5,0,5,0,1,8,0,3,0,1,2
"8439",2640,9.6,0,5,0,1,8,0,3,0,1,4
"8440",4821,9.8,0,5,0,1,8,0,4,0,1,1
"8441",1549,10.3,0,2,0,1,6,0,6,0,1,3
"8442",6790,10.5,0,4,0,1,7,1,5,0,1,8
"8443",2092,10.9,0,3,0,1,7,0,4,0,1,0
"8444",4278,11.1,0,4,0,1,5,0,3,0,1,1
"8445",10116,11.2,0,4,0,1,5,1,2,0,1,0
"8446",2182,11.6,0,5,0,1,8,0,3,0,1,9
"8447",3884,11.8,0,4,0,1,7,0,8,0,1,3
"8448",1497,12.2,0,4,0,1,5,0,2,0,1,1
"8449",8824,12.3,0,2,0,1,7,1,3,0,1,4
"8450",7678,12.4,0,5,0,1,7,1,4,0,1,2
"8451",7530,12.6,0,4,0,1,7,1,7,0,1,5
"8452",3423,12.8,0,1,0,1,6,0,1,0,1,2
"8453",5797,12.9,0,1,0,1,6,1,2,0,1,2
"8454",4999,13.4,0,1,0,1,6,0,8,0,1,0
"8455",2624,13.6,0,4,0,1,6,0,3,0,1,9
"8456",7064,14.8,0,3,0,1,5,1,2,0,1,0
"8457",196,14.9,0,2,0,1,5,0,8,0,1,7
"8458",5550,15.1,0,1,0,1,8,1,6,0,1,8
"8459",5083,15.3,0,1,0,1,8,0,3,0,1,1
"8460",2178,15.5,0,4,0,1,7,0,4,0,1,5
"8461",5682,15.6,0,5,0,1,7,1,3,0,1,3
"8462",5918,16.3,0,4,0,1,7,1,5,0,1,5
"8463",8576,16.4,0,2,0,1,8,1,4,0,1,9
"8464",5658,17.4,0,2,0,1,6,1,1,0,1,8
"8465",4716,17.5,0,5,0,1,5,0,1,0,1,2
"8466",9967,18.2,0,3,0,1,7,1,3,0,1,2
"8467",6694,18.6,0,3,0,1,5,1,3,0,1,7
"8468",9681,18.7,0,1,0,1,7,1,6,0,1,4
"8469",6000,18.7,0,5,0,1,6,1,3,0,1,10
"8470",3203,18.8,0,3,0,1,6,0,1,0,1,4
"8471",4830,18.9,0,5,0,1,6,0,5,0,1,5
"8472",3064,19,0,1,0,1,8,0,1,0,1,6
"8473",418,19,0,5,0,1,5,0,2,0,1,0
"8474",7897,19.3,0,3,0,1,7,1,7,0,1,2
"8475",8980,19.5,0,1,0,1,5,1,7,0,1,6
"8476",6686,20,0,4,0,1,5,1,6,0,1,5
"8477",9740,20.3,0,3,0,1,8,1,1,0,1,10
"8478",9264,20.4,0,5,0,1,7,1,1,0,1,2
"8479",9230,20.8,0,4,0,1,8,1,4,0,1,10
"8480",6972,20.9,0,4,0,1,6,1,4,0,1,8
"8481",6962,21.1,0,3,0,1,8,1,6,0,1,8
"8482",6120,21.5,0,4,0,1,5,1,2,0,1,4
"8483",3424,21.5,0,5,0,1,7,0,7,0,1,2
"8484",1288,22.3,0,5,0,1,6,0,2,0,1,7
"8485",266,22.4,0,2,0,1,5,0,4,0,1,0
"8486",4585,23,0,1,0,1,8,0,3,0,1,0
"8487",7702,23.1,0,1,0,1,6,1,6,0,1,3
"8488",4828,23.1,0,2,0,1,8,0,8,0,1,4
"8489",9879,23.8,0,1,0,1,8,1,6,0,1,2
"8490",9258,23.9,0,2,0,1,7,1,3,0,1,1
"8491",3676,24.6,0,4,0,1,5,0,4,0,1,1
"8492",9580,24.8,0,2,0,1,7,1,1,0,1,8
"8493",2763,25.1,0,3,0,1,6,0,5,0,1,2
"8494",2010,25.3,0,4,0,1,7,0,7,0,1,1
"8495",3582,25.6,0,3,0,1,5,0,7,0,1,2
"8496",1478,26.1,0,3,0,1,8,0,1,0,1,4
"8497",2782,26.1,0,1,0,1,7,0,5,0,1,10
"8498",4102,26.4,0,5,0,1,7,0,5,0,1,6
"8499",2621,26.4,0,3,0,1,6,0,1,0,1,2
"8500",4576,26.8,0,2,0,1,7,0,1,0,1,6
"8501",2437,26.8,0,1,0,1,8,0,6,0,1,3
"8502",8430,26.9,0,3,0,1,6,1,2,0,1,5
"8503",7463,27.2,0,5,0,1,8,1,8,0,1,3
"8504",5821,27.3,0,4,0,1,6,1,6,0,1,4
"8505",772,27.4,0,5,0,1,8,0,7,0,1,8
"8506",3162,27.7,0,3,0,1,7,0,5,0,1,6
"8507",3682,28.1,0,3,0,1,6,0,8,0,1,8
"8508",2468,28.1,0,1,0,1,6,0,3,0,1,9
"8509",6440,28.4,0,5,0,1,7,1,7,0,1,3
"8510",6650,28.4,0,4,0,1,6,1,1,0,1,3
"8511",6179,28.5,0,2,0,1,5,1,6,0,1,0
"8512",4878,28.6,0,4,0,1,8,0,2,0,1,7
"8513",9713,28.7,0,3,0,1,8,1,3,0,1,0
"8514",1764,29,0,4,0,1,5,0,3,0,1,8
"8515",9481,29.1,0,1,0,1,7,1,1,0,1,4
"8516",4659,29.3,0,3,0,1,7,0,5,0,1,2
"8517",1208,29.9,0,4,0,1,7,0,2,0,1,5
"8518",9003,0.4,0,3,0,1,6,1,4,0,1,4
"8519",10210,0.9,0,2,0,1,6,1,1,0,1,1
"8520",10566,0.9,0,5,0,1,7,1,2,0,1,7
"8521",83,1.3,0,3,0,1,7,0,3,0,1,1
"8522",2047,1.3,0,1,0,1,5,0,5,0,1,4
"8523",3062,1.4,0,2,0,1,6,0,8,0,1,7
"8524",448,1.5,0,3,0,1,8,0,4,0,1,1
"8525",1874,2.1,0,3,0,1,8,0,5,0,1,3
"8526",1652,2.7,0,2,0,1,6,0,5,0,1,8
"8527",330,3.1,0,1,0,1,8,0,7,0,1,4
"8528",6906,3.5,0,1,0,1,5,1,3,0,1,6
"8529",7022,4.6,0,1,0,1,6,1,7,0,1,8
"8530",836,4.7,0,1,0,1,7,0,7,0,1,9
"8531",9808,4.9,0,1,0,1,6,1,2,0,1,0
"8532",1717,4.9,0,5,0,1,8,0,1,0,1,3
"8533",7597,5.2,0,3,0,1,8,1,7,0,1,1
"8534",4126,5.5,0,5,0,1,6,0,8,0,1,6
"8535",3664,5.7,0,4,0,1,5,0,3,0,1,5
"8536",8487,7.3,0,4,0,1,5,1,3,0,1,4
"8537",7208,7.7,0,1,0,1,6,1,5,0,1,1
"8538",2043,8,0,1,0,1,7,0,7,0,1,4
"8539",6576,8.6,0,4,0,1,6,1,4,0,1,5
"8540",1466,8.6,0,5,0,1,7,0,1,0,1,1
"8541",7964,9.3,0,1,0,1,7,1,4,0,1,9
"8542",550,9.3,0,2,0,1,5,0,6,0,1,5
"8543",3623,9.5,0,4,0,1,8,0,6,0,1,0
"8544",2239,9.6,0,4,0,1,6,0,8,0,1,1
"8545",5986,9.6,0,5,0,1,8,1,1,0,1,4
"8546",9234,10,0,5,0,1,5,1,7,0,1,10
"8547",7141,10.7,0,3,0,1,8,1,2,0,1,2
"8548",8003,11.1,0,2,0,1,7,1,1,0,1,4
"8549",10072,11.2,0,1,0,1,8,1,4,0,1,9
"8550",1293,11.4,0,2,0,1,6,0,2,0,1,2
"8551",9714,12,0,3,0,1,8,1,4,0,1,10
"8552",3069,12.7,0,4,0,1,7,0,8,0,1,0
"8553",2315,13.2,0,4,0,1,8,0,6,0,1,4
"8554",6154,13.4,0,1,0,1,8,1,1,0,1,0
"8555",1796,13.5,0,5,0,1,5,0,8,0,1,8
"8556",9682,14.1,0,1,0,1,7,1,5,0,1,5
"8557",1460,15,0,4,0,1,5,0,7,0,1,5
"8558",9388,15.2,0,3,0,1,8,1,6,0,1,3
"8559",6078,16,0,3,0,1,5,1,1,0,1,5
"8560",8396,16.1,0,1,0,1,7,1,4,0,1,2
"8561",5121,16.4,0,4,0,1,5,0,8,0,1,2
"8562",10356,16.5,0,1,0,1,8,1,4,0,1,8
"8563",9224,16.8,0,2,0,1,5,1,1,0,1,6
"8564",10524,17.5,0,3,0,1,5,1,5,0,1,7
"8565",8062,17.8,0,2,0,1,6,1,3,0,1,5
"8566",7190,17.9,0,4,0,1,6,1,8,0,1,10
"8567",2703,18.1,0,1,0,1,8,0,7,0,1,3
"8568",6516,18.3,0,1,0,1,8,1,1,0,1,9
"8569",2176,18.6,0,1,0,1,6,0,6,0,1,8
"8570",8954,18.6,0,2,0,1,5,1,6,0,1,10
"8571",4210,18.8,0,5,0,1,6,0,5,0,1,9
"8572",8288,19.2,0,3,0,1,6,1,3,0,1,10
"8573",9729,19.4,0,1,0,1,7,1,2,0,1,1
"8574",6417,20.2,0,1,0,1,7,1,4,0,1,0
"8575",4886,20.2,0,3,0,1,6,0,1,0,1,2
"8576",5966,20.3,0,1,0,1,6,1,3,0,1,6
"8577",7723,20.9,0,4,0,1,7,1,2,0,1,0
"8578",1254,20.9,0,5,0,1,8,0,2,0,1,1
"8579",9757,21.1,0,1,0,1,7,1,2,0,1,4
"8580",4868,21.5,0,1,0,1,5,0,5,0,1,9
"8581",8378,21.7,0,4,0,1,6,1,5,0,1,1
"8582",9600,22.4,0,5,0,1,6,1,8,0,1,7
"8583",806,22.5,0,1,0,1,5,0,1,0,1,5
"8584",4785,22.8,0,2,0,1,8,0,2,0,1,3
"8585",5272,22.9,0,5,0,1,8,0,1,0,1,7
"8586",8277,23,0,3,0,1,7,1,2,0,1,3
"8587",7966,23.2,0,3,0,1,5,1,7,0,1,0
"8588",1735,24,0,2,0,1,8,0,5,0,1,1
"8589",3908,24.7,0,2,0,1,7,0,8,0,1,6
"8590",2015,25.7,0,1,0,1,5,0,4,0,1,0
"8591",6014,25.8,0,5,0,1,5,1,3,0,1,10
"8592",7570,26.1,0,3,0,1,5,1,1,0,1,9
"8593",1206,26.3,0,1,0,1,7,0,6,0,1,4
"8594",3190,26.7,0,1,0,1,7,0,6,0,1,10
"8595",10534,26.8,0,5,0,1,7,1,4,0,1,10
"8596",9487,26.8,0,3,0,1,5,1,6,0,1,4
"8597",6994,26.9,0,3,0,1,8,1,5,0,1,0
"8598",10078,27.4,0,2,0,1,8,1,3,0,1,9
"8599",470,27.9,0,5,0,1,5,0,4,0,1,1
"8600",818,28,0,4,0,1,7,0,7,0,1,5
"8601",3157,28.1,0,3,0,1,5,0,3,0,1,1
"8602",9395,28.2,0,4,0,1,6,1,7,0,1,4
